example_index,example_id,measurement_order_position,policy_id
32,jbb-001,13,rule_to_compact::cheap_only
32,jbb-001,14,rule_to_compact::full_information
33,jbb-078,0,rule_to_compact::selective_deployable::0.25
33,jbb-078,1,rule_to_compact::selective_deployable::0.50
33,jbb-078,2,compact_to_qwen::cheap_only
33,jbb-078,3,compact_to_qwen::full_information
33,jbb-078,4,compact_to_qwen::selective_deployable::0.10
33,jbb-078,5,compact_to_qwen::selective_deployable::0.25
33,jbb-078,6,compact_to_qwen::selective_deployable::0.50
33,jbb-078,7,rule_compact_to_qwen::cheap_only
33,jbb-078,8,rule_compact_to_qwen::full_information
33,jbb-078,9,rule_compact_to_qwen::selective_deployable::0.10
33,jbb-078,10,rule_compact_to_qwen::selective_deployable::0.25
33,jbb-078,11,rule_compact_to_qwen::selective_deployable::0.50
33,jbb-078,12,rule_to_compact::cheap_only
33,jbb-078,13,rule_to_compact::full_information
33,jbb-078,14,rule_to_compact::selective_deployable::0.10
34,jbb-037,0,rule_to_compact::selective_deployable::0.50
34,jbb-037,1,compact_to_qwen::cheap_only
34,jbb-037,2,compact_to_qwen::full_information
34,jbb-037,3,compact_to_qwen::selective_deployable::0.10
34,jbb-037,4,compact_to_qwen::selective_deployable::0.25
34,jbb-037,5,compact_to_qwen::selective_deployable::0.50
34,jbb-037,6,rule_compact_to_qwen::cheap_only
34,jbb-037,7,rule_compact_to_qwen::full_information
34,jbb-037,8,rule_compact_to_qwen::selective_deployable::0.10
34,jbb-037,9,rule_compact_to_qwen::selective_deployable::0.25
34,jbb-037,10,rule_compact_to_qwen::selective_deployable::0.50
34,jbb-037,11,rule_to_compact::cheap_only
34,jbb-037,12,rule_to_compact::full_information
34,jbb-037,13,rule_to_compact::selective_deployable::0.10
34,jbb-037,14,rule_to_compact::selective_deployable::0.25
35,jbb-046,0,compact_to_qwen::cheap_only
35,jbb-046,1,compact_to_qwen::full_information
35,jbb-046,2,compact_to_qwen::selective_deployable::0.10
35,jbb-046,3,compact_to_qwen::selective_deployable::0.25
35,jbb-046,4,compact_to_qwen::selective_deployable::0.50
35,jbb-046,5,rule_compact_to_qwen::cheap_only
35,jbb-046,6,rule_compact_to_qwen::full_information
35,jbb-046,7,rule_compact_to_qwen::selective_deployable::0.10
35,jbb-046,8,rule_compact_to_qwen::selective_deployable::0.25
35,jbb-046,9,rule_compact_to_qwen::selective_deployable::0.50
35,jbb-046,10,rule_to_compact::cheap_only
35,jbb-046,11,rule_to_compact::full_information
35,jbb-046,12,rule_to_compact::selective_deployable::0.10
35,jbb-046,13,rule_to_compact::selective_deployable::0.25
35,jbb-046,14,rule_to_compact::selective_deployable::0.50
36,jbb-091,0,compact_to_qwen::full_information
36,jbb-091,1,compact_to_qwen::selective_deployable::0.10
36,jbb-091,2,compact_to_qwen::selective_deployable::0.25
36,jbb-091,3,compact_to_qwen::selective_deployable::0.50
36,jbb-091,4,rule_compact_to_qwen::cheap_only
36,jbb-091,5,rule_compact_to_qwen::full_information
36,jbb-091,6,rule_compact_to_qwen::selective_deployable::0.10
36,jbb-091,7,rule_compact_to_qwen::selective_deployable::0.25
36,jbb-091,8,rule_compact_to_qwen::selective_deployable::0.50
36,jbb-091,9,rule_to_compact::cheap_only
36,jbb-091,10,rule_to_compact::full_information
36,jbb-091,11,rule_to_compact::selective_deployable::0.10
36,jbb-091,12,rule_to_compact::selective_deployable::0.25
36,jbb-091,13,rule_to_compact::selective_deployable::0.50
36,jbb-091,14,compact_to_qwen::cheap_only
37,jbb-075,0,compact_to_qwen::selective_deployable::0.10
37,jbb-075,1,compact_to_qwen::selective_deployable::0.25
37,jbb-075,2,compact_to_qwen::selective_deployable::0.50
37,jbb-075,3,rule_compact_to_qwen::cheap_only
37,jbb-075,4,rule_compact_to_qwen::full_information
37,jbb-075,5,rule_compact_to_qwen::selective_deployable::0.10
37,jbb-075,6,rule_compact_to_qwen::selective_deployable::0.25
37,jbb-075,7,rule_compact_to_qwen::selective_deployable::0.50
37,jbb-075,8,rule_to_compact::cheap_only
37,jbb-075,9,rule_to_compact::full_information
37,jbb-075,10,rule_to_compact::selective_deployable::0.10
37,jbb-075,11,rule_to_compact::selective_deployable::0.25
37,jbb-075,12,rule_to_compact::selective_deployable::0.50
37,jbb-075,13,compact_to_qwen::cheap_only
37,jbb-075,14,compact_to_qwen::full_information
38,jbb-047,0,compact_to_qwen::selective_deployable::0.25
38,jbb-047,1,compact_to_qwen::selective_deployable::0.50
38,jbb-047,2,rule_compact_to_qwen::cheap_only
38,jbb-047,3,rule_compact_to_qwen::full_information
38,jbb-047,4,rule_compact_to_qwen::selective_deployable::0.10
38,jbb-047,5,rule_compact_to_qwen::selective_deployable::0.25
38,jbb-047,6,rule_compact_to_qwen::selective_deployable::0.50
38,jbb-047,7,rule_to_compact::cheap_only
38,jbb-047,8,rule_to_compact::full_information
38,jbb-047,9,rule_to_compact::selective_deployable::0.10
38,jbb-047,10,rule_to_compact::selective_deployable::0.25
38,jbb-047,11,rule_to_compact::selective_deployable::0.50
38,jbb-047,12,compact_to_qwen::cheap_only
38,jbb-047,13,compact_to_qwen::full_information
38,jbb-047,14,compact_to_qwen::selective_deployable::0.10
39,jbb-058,0,compact_to_qwen::selective_deployable::0.50
39,jbb-058,1,rule_compact_to_qwen::cheap_only
39,jbb-058,2,rule_compact_to_qwen::full_information
39,jbb-058,3,rule_compact_to_qwen::selective_deployable::0.10
39,jbb-058,4,rule_compact_to_qwen::selective_deployable::0.25
39,jbb-058,5,rule_compact_to_qwen::selective_deployable::0.50
39,jbb-058,6,rule_to_compact::cheap_only
39,jbb-058,7,rule_to_compact::full_information
39,jbb-058,8,rule_to_compact::selective_deployable::0.10
39,jbb-058,9,rule_to_compact::selective_deployable::0.25
39,jbb-058,10,rule_to_compact::selective_deployable::0.50
39,jbb-058,11,compact_to_qwen::cheap_only
39,jbb-058,12,compact_to_qwen::full_information
39,jbb-058,13,compact_to_qwen::selective_deployable::0.10
39,jbb-058,14,compact_to_qwen::selective_deployable::0.25
40,jbb-189,0,rule_compact_to_qwen::cheap_only
40,jbb-189,1,rule_compact_to_qwen::full_information
40,jbb-189,2,rule_compact_to_qwen::selective_deployable::0.10
40,jbb-189,3,rule_compact_to_qwen::selective_deployable::0.25
40,jbb-189,4,rule_compact_to_qwen::selective_deployable::0.50
40,jbb-189,5,rule_to_compact::cheap_only
40,jbb-189,6,rule_to_compact::full_information
40,jbb-189,7,rule_to_compact::selective_deployable::0.10
40,jbb-189,8,rule_to_compact::selective_deployable::0.25
40,jbb-189,9,rule_to_compact::selective_deployable::0.50
40,jbb-189,10,compact_to_qwen::cheap_only
40,jbb-189,11,compact_to_qwen::full_information
40,jbb-189,12,compact_to_qwen::selective_deployable::0.10
40,jbb-189,13,compact_to_qwen::selective_deployable::0.25
40,jbb-189,14,compact_to_qwen::selective_deployable::0.50
41,jbb-192,0,rule_compact_to_qwen::full_information
41,jbb-192,1,rule_compact_to_qwen::selective_deployable::0.10
41,jbb-192,2,rule_compact_to_qwen::selective_deployable::0.25
41,jbb-192,3,rule_compact_to_qwen::selective_deployable::0.50
41,jbb-192,4,rule_to_compact::cheap_only
41,jbb-192,5,rule_to_compact::full_information
41,jbb-192,6,rule_to_compact::selective_deployable::0.10
41,jbb-192,7,rule_to_compact::selective_deployable::0.25
41,jbb-192,8,rule_to_compact::selective_deployable::0.50
41,jbb-192,9,compact_to_qwen::cheap_only
41,jbb-192,10,compact_to_qwen::full_information
41,jbb-192,11,compact_to_qwen::selective_deployable::0.10
41,jbb-192,12,compact_to_qwen::selective_deployable::0.25
41,jbb-192,13,compact_to_qwen::selective_deployable::0.50
41,jbb-192,14,rule_compact_to_qwen::cheap_only
42,jbb-043,0,rule_compact_to_qwen::selective_deployable::0.10
42,jbb-043,1,rule_compact_to_qwen::selective_deployable::0.25
42,jbb-043,2,rule_compact_to_qwen::selective_deployable::0.50
42,jbb-043,3,rule_to_compact::cheap_only
42,jbb-043,4,rule_to_compact::full_information
42,jbb-043,5,rule_to_compact::selective_deployable::0.10
42,jbb-043,6,rule_to_compact::selective_deployable::0.25
42,jbb-043,7,rule_to_compact::selective_deployable::0.50
42,jbb-043,8,compact_to_qwen::cheap_only
42,jbb-043,9,compact_to_qwen::full_information
42,jbb-043,10,compact_to_qwen::selective_deployable::0.10
42,jbb-043,11,compact_to_qwen::selective_deployable::0.25
42,jbb-043,12,compact_to_qwen::selective_deployable::0.50
42,jbb-043,13,rule_compact_to_qwen::cheap_only
42,jbb-043,14,rule_compact_to_qwen::full_information
43,jbb-014,0,rule_compact_to_qwen::selective_deployable::0.25
43,jbb-014,1,rule_compact_to_qwen::selective_deployable::0.50
43,jbb-014,2,rule_to_compact::cheap_only
43,jbb-014,3,rule_to_compact::full_information
43,jbb-014,4,rule_to_compact::selective_deployable::0.10
43,jbb-014,5,rule_to_compact::selective_deployable::0.25
43,jbb-014,6,rule_to_compact::selective_deployable::0.50
43,jbb-014,7,compact_to_qwen::cheap_only
43,jbb-014,8,compact_to_qwen::full_information
43,jbb-014,9,compact_to_qwen::selective_deployable::0.10
43,jbb-014,10,compact_to_qwen::selective_deployable::0.25
43,jbb-014,11,compact_to_qwen::selective_deployable::0.50
43,jbb-014,12,rule_compact_to_qwen::cheap_only
43,jbb-014,13,rule_compact_to_qwen::full_information
43,jbb-014,14,rule_compact_to_qwen::selective_deployable::0.10
44,jbb-029,0,rule_compact_to_qwen::selective_deployable::0.50
44,jbb-029,1,rule_to_compact::cheap_only
44,jbb-029,2,rule_to_compact::full_information
44,jbb-029,3,rule_to_compact::selective_deployable::0.10
44,jbb-029,4,rule_to_compact::selective_deployable::0.25
44,jbb-029,5,rule_to_compact::selective_deployable::0.50
44,jbb-029,6,compact_to_qwen::cheap_only
44,jbb-029,7,compact_to_qwen::full_information
44,jbb-029,8,compact_to_qwen::selective_deployable::0.10
44,jbb-029,9,compact_to_qwen::selective_deployable::0.25
44,jbb-029,10,compact_to_qwen::selective_deployable::0.50
44,jbb-029,11,rule_compact_to_qwen::cheap_only
44,jbb-029,12,rule_compact_to_qwen::full_information
44,jbb-029,13,rule_compact_to_qwen::selective_deployable::0.10
44,jbb-029,14,rule_compact_to_qwen::selective_deployable::0.25
45,jbb-162,0,rule_to_compact::cheap_only
45,jbb-162,1,rule_to_compact::full_information
45,jbb-162,2,rule_to_compact::selective_deployable::0.10
45,jbb-162,3,rule_to_compact::selective_deployable::0.25
45,jbb-162,4,rule_to_compact::selective_deployable::0.50
45,jbb-162,5,compact_to_qwen::cheap_only
45,jbb-162,6,compact_to_qwen::full_information
45,jbb-162,7,compact_to_qwen::selective_deployable::0.10
45,jbb-162,8,compact_to_qwen::selective_deployable::0.25
45,jbb-162,9,compact_to_qwen::selective_deployable::0.50
45,jbb-162,10,rule_compact_to_qwen::cheap_only
45,jbb-162,11,rule_compact_to_qwen::full_information
45,jbb-162,12,rule_compact_to_qwen::selective_deployable::0.10
45,jbb-162,13,rule_compact_to_qwen::selective_deployable::0.25
45,jbb-162,14,rule_compact_to_qwen::selective_deployable::0.50
46,jbb-181,0,rule_to_compact::full_information
46,jbb-181,1,rule_to_compact::selective_deployable::0.10
46,jbb-181,2,rule_to_compact::selective_deployable::0.25
46,jbb-181,3,rule_to_compact::selective_deployable::0.50
46,jbb-181,4,compact_to_qwen::cheap_only
46,jbb-181,5,compact_to_qwen::full_information
46,jbb-181,6,compact_to_qwen::selective_deployable::0.10
46,jbb-181,7,compact_to_qwen::selective_deployable::0.25
46,jbb-181,8,compact_to_qwen::selective_deployable::0.50
46,jbb-181,9,rule_compact_to_qwen::cheap_only
46,jbb-181,10,rule_compact_to_qwen::full_information
46,jbb-181,11,rule_compact_to_qwen::selective_deployable::0.10
46,jbb-181,12,rule_compact_to_qwen::selective_deployable::0.25
46,jbb-181,13,rule_compact_to_qwen::selective_deployable::0.50
46,jbb-181,14,rule_to_compact::cheap_only
47,jbb-072,0,rule_to_compact::selective_deployable::0.10
47,jbb-072,1,rule_to_compact::selective_deployable::0.25
47,jbb-072,2,rule_to_compact::selective_deployable::0.50
47,jbb-072,3,compact_to_qwen::cheap_only
47,jbb-072,4,compact_to_qwen::full_information
47,jbb-072,5,compact_to_qwen::selective_deployable::0.10
47,jbb-072,6,compact_to_qwen::selective_deployable::0.25
47,jbb-072,7,compact_to_qwen::selective_deployable::0.50
47,jbb-072,8,rule_compact_to_qwen::cheap_only
47,jbb-072,9,rule_compact_to_qwen::full_information
47,jbb-072,10,rule_compact_to_qwen::selective_deployable::0.10
47,jbb-072,11,rule_compact_to_qwen::selective_deployable::0.25
47,jbb-072,12,rule_compact_to_qwen::selective_deployable::0.50
47,jbb-072,13,rule_to_compact::cheap_only
47,jbb-072,14,rule_to_compact::full_information
48,jbb-083,0,rule_to_compact::selective_deployable::0.25
48,jbb-083,1,rule_to_compact::selective_deployable::0.50
48,jbb-083,2,compact_to_qwen::cheap_only
48,jbb-083,3,compact_to_qwen::full_information
48,jbb-083,4,compact_to_qwen::selective_deployable::0.10
48,jbb-083,5,compact_to_qwen::selective_deployable::0.25
48,jbb-083,6,compact_to_qwen::selective_deployable::0.50
48,jbb-083,7,rule_compact_to_qwen::cheap_only
48,jbb-083,8,rule_compact_to_qwen::full_information
48,jbb-083,9,rule_compact_to_qwen::selective_deployable::0.10
48,jbb-083,10,rule_compact_to_qwen::selective_deployable::0.25
48,jbb-083,11,rule_compact_to_qwen::selective_deployable::0.50
48,jbb-083,12,rule_to_compact::cheap_only
48,jbb-083,13,rule_to_compact::full_information
48,jbb-083,14,rule_to_compact::selective_deployable::0.10
49,jbb-070,0,rule_to_compact::selective_deployable::0.50
49,jbb-070,1,compact_to_qwen::cheap_only
49,jbb-070,2,compact_to_qwen::full_information
49,jbb-070,3,compact_to_qwen::selective_deployable::0.10
49,jbb-070,4,compact_to_qwen::selective_deployable::0.25
49,jbb-070,5,compact_to_qwen::selective_deployable::0.50
49,jbb-070,6,rule_compact_to_qwen::cheap_only
49,jbb-070,7,rule_compact_to_qwen::full_information
49,jbb-070,8,rule_compact_to_qwen::selective_deployable::0.10
49,jbb-070,9,rule_compact_to_qwen::selective_deployable::0.25
49,jbb-070,10,rule_compact_to_qwen::selective_deployable::0.50
49,jbb-070,11,rule_to_compact::cheap_only
49,jbb-070,12,rule_to_compact::full_information
49,jbb-070,13,rule_to_compact::selective_deployable::0.10
49,jbb-070,14,rule_to_compact::selective_deployable::0.25
50,jbb-010,0,compact_to_qwen::cheap_only
50,jbb-010,1,compact_to_qwen::full_information
50,jbb-010,2,compact_to_qwen::selective_deployable::0.10
50,jbb-010,3,compact_to_qwen::selective_deployable::0.25
50,jbb-010,4,compact_to_qwen::selective_deployable::0.50
50,jbb-010,5,rule_compact_to_qwen::cheap_only
50,jbb-010,6,rule_compact_to_qwen::full_information
50,jbb-010,7,rule_compact_to_qwen::selective_deployable::0.10
50,jbb-010,8,rule_compact_to_qwen::selective_deployable::0.25
50,jbb-010,9,rule_compact_to_qwen::selective_deployable::0.50
50,jbb-010,10,rule_to_compact::cheap_only
50,jbb-010,11,rule_to_compact::full_information
50,jbb-010,12,rule_to_compact::selective_deployable::0.10
50,jbb-010,13,rule_to_compact::selective_deployable::0.25
50,jbb-010,14,rule_to_compact::selective_deployable::0.50
51,jbb-170,0,compact_to_qwen::full_information
51,jbb-170,1,compact_to_qwen::selective_deployable::0.10
51,jbb-170,2,compact_to_qwen::selective_deployable::0.25
51,jbb-170,3,compact_to_qwen::selective_deployable::0.50
51,jbb-170,4,rule_compact_to_qwen::cheap_only
51,jbb-170,5,rule_compact_to_qwen::full_information
51,jbb-170,6,rule_compact_to_qwen::selective_deployable::0.10
51,jbb-170,7,rule_compact_to_qwen::selective_deployable::0.25
51,jbb-170,8,rule_compact_to_qwen::selective_deployable::0.50
51,jbb-170,9,rule_to_compact::cheap_only
51,jbb-170,10,rule_to_compact::full_information
51,jbb-170,11,rule_to_compact::selective_deployable::0.10
51,jbb-170,12,rule_to_compact::selective_deployable::0.25
51,jbb-170,13,rule_to_compact::selective_deployable::0.50
51,jbb-170,14,compact_to_qwen::cheap_only
52,jbb-195,0,compact_to_qwen::selective_deployable::0.10
52,jbb-195,1,compact_to_qwen::selective_deployable::0.25
52,jbb-195,2,compact_to_qwen::selective_deployable::0.50
52,jbb-195,3,rule_compact_to_qwen::cheap_only
52,jbb-195,4,rule_compact_to_qwen::full_information
52,jbb-195,5,rule_compact_to_qwen::selective_deployable::0.10
52,jbb-195,6,rule_compact_to_qwen::selective_deployable::0.25
52,jbb-195,7,rule_compact_to_qwen::selective_deployable::0.50
52,jbb-195,8,rule_to_compact::cheap_only
52,jbb-195,9,rule_to_compact::full_information
52,jbb-195,10,rule_to_compact::selective_deployable::0.10
52,jbb-195,11,rule_to_compact::selective_deployable::0.25
52,jbb-195,12,rule_to_compact::selective_deployable::0.50
52,jbb-195,13,compact_to_qwen::cheap_only
52,jbb-195,14,compact_to_qwen::full_information
53,jbb-180,0,compact_to_qwen::selective_deployable::0.25
53,jbb-180,1,compact_to_qwen::selective_deployable::0.50
53,jbb-180,2,rule_compact_to_qwen::cheap_only
53,jbb-180,3,rule_compact_to_qwen::full_information
53,jbb-180,4,rule_compact_to_qwen::selective_deployable::0.10
53,jbb-180,5,rule_compact_to_qwen::selective_deployable::0.25
53,jbb-180,6,rule_compact_to_qwen::selective_deployable::0.50
53,jbb-180,7,rule_to_compact::cheap_only
53,jbb-180,8,rule_to_compact::full_information
53,jbb-180,9,rule_to_compact::selective_deployable::0.10
53,jbb-180,10,rule_to_compact::selective_deployable::0.25
53,jbb-180,11,rule_to_compact::selective_deployable::0.50
53,jbb-180,12,compact_to_qwen::cheap_only
53,jbb-180,13,compact_to_qwen::full_information
53,jbb-180,14,compact_to_qwen::selective_deployable::0.10
54,jbb-160,0,compact_to_qwen::selective_deployable::0.50
54,jbb-160,1,rule_compact_to_qwen::cheap_only
54,jbb-160,2,rule_compact_to_qwen::full_information
54,jbb-160,3,rule_compact_to_qwen::selective_deployable::0.10
54,jbb-160,4,rule_compact_to_qwen::selective_deployable::0.25
54,jbb-160,5,rule_compact_to_qwen::selective_deployable::0.50
54,jbb-160,6,rule_to_compact::cheap_only
54,jbb-160,7,rule_to_compact::full_information
54,jbb-160,8,rule_to_compact::selective_deployable::0.10
54,jbb-160,9,rule_to_compact::selective_deployable::0.25
54,jbb-160,10,rule_to_compact::selective_deployable::0.50
54,jbb-160,11,compact_to_qwen::cheap_only
54,jbb-160,12,compact_to_qwen::full_information
54,jbb-160,13,compact_to_qwen::selective_deployable::0.10
54,jbb-160,14,compact_to_qwen::selective_deployable::0.25
55,jbb-024,0,rule_compact_to_qwen::cheap_only
55,jbb-024,1,rule_compact_to_qwen::full_information
55,jbb-024,2,rule_compact_to_qwen::selective_deployable::0.10
55,jbb-024,3,rule_compact_to_qwen::selective_deployable::0.25
55,jbb-024,4,rule_compact_to_qwen::selective_deployable::0.50
55,jbb-024,5,rule_to_compact::cheap_only
55,jbb-024,6,rule_to_compact::full_information
55,jbb-024,7,rule_to_compact::selective_deployable::0.10
55,jbb-024,8,rule_to_compact::selective_deployable::0.25
55,jbb-024,9,rule_to_compact::selective_deployable::0.50
55,jbb-024,10,compact_to_qwen::cheap_only
55,jbb-024,11,compact_to_qwen::full_information
55,jbb-024,12,compact_to_qwen::selective_deployable::0.10
55,jbb-024,13,compact_to_qwen::selective_deployable::0.25
